result_path,experiment_name,experiment_timestamp,model,dataset_type,dataset_name,method_type,method_name,seed,thinking,constrained,structured,soft_precision,soft_recall,soft_f1,hard_precision,hard_recall,hard_f1,total_entries,avg_completion_tokens,total_completion_tokens,soft_overlap,soft_predicted,soft_gold,hard_overlap,hard_predicted,hard_gold,error_empty_response,error_format_error,error_span_not_found,error_partial_span_not_found,error_invalid_label,error_partial_invalid_label,error_empty_prediction,error_success,error_format_max_tokens_exceeded,error_format_unescaped_quotes,error_empty_label,error_partial_empty_label,error_quotations_in_spans,error_partial_quotations_in_spans
results/gpt_5_mini_vanilla_gpt-5-mini_xml_wmt-en-cs-literary_45_20260410_203511_results.json,gpt_5_mini_vanilla,2026-04-10 20:35:11,gpt-5-mini,wmt,wmt-en-cs-literary,xml,xml,45,False,False,False,0.1813,0.49,0.2647,0.1007,0.2722,0.147,61,126.31147540983606,7705,684,3773,1396,380,3773,1396,0,0,0,0,0,0,6,55,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_xml_wmt-en-cs-literary_44_20260410_203447_results.json,gpt_5_mini_vanilla,2026-04-10 20:34:47,gpt-5-mini,wmt,wmt-en-cs-literary,xml,xml,44,False,False,False,0.185,0.5494,0.2767,0.0774,0.2299,0.1158,61,125.93442622950819,7682,767,4147,1396,321,4147,1396,0,0,0,0,0,0,6,55,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_index_uner_hr_set_42_20260410_203432_results.json,gemma_4_31b_vanilla,2026-04-10 20:34:32,google/gemma-4-31B-it,ner,uner_hr_set,index,index,42,False,False,False,0.4964,0.5091,0.5027,0.4385,0.4498,0.4441,660,32.18636363636364,21243,7266,14637,14272,6419,14637,14272,1,7,0,0,0,0,0,652,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_xml_wmt-en-cs-literary_43_20260410_203422_results.json,gpt_5_mini_vanilla,2026-04-10 20:34:22,gpt-5-mini,wmt,wmt-en-cs-literary,xml,xml,43,False,False,False,0.1843,0.5351,0.2742,0.0962,0.2794,0.1431,61,126.0327868852459,7688,747,4053,1396,390,4053,1396,0,0,0,0,0,0,6,55,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_xml_wmt-en-zh-news_46_20260410_203416_results.json,gpt_5_mini_vanilla,2026-04-10 20:34:16,gpt-5-mini,wmt,wmt-en-zh-news,xml,xml,46,False,False,False,0.3057,0.4053,0.3485,0.0171,0.0227,0.0195,12,140.08333333333334,1681,107,350,264,6,350,264,0,0,0,0,0,0,0,12,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_xml_wmt-en-zh-news_45_20260410_203404_results.json,gpt_5_mini_vanilla,2026-04-10 20:34:04,gpt-5-mini,wmt,wmt-en-zh-news,xml,xml,45,False,False,False,0.1667,0.2614,0.2035,0.0145,0.0227,0.0177,12,142.91666666666666,1715,69,414,264,6,414,264,0,0,0,0,0,0,0,12,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_xml_wmt-en-zh-news_44_20260410_203358_results.json,gpt_5_mini_vanilla,2026-04-10 20:33:58,gpt-5-mini,wmt,wmt-en-zh-news,xml,xml,44,False,False,False,0.2344,0.3712,0.2874,0.055,0.0871,0.0674,12,142.25,1707,98,418,264,23,418,264,0,0,0,0,0,0,0,12,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_xml_wmt-en-zh-news_43_20260410_203352_results.json,gpt_5_mini_vanilla,2026-04-10 20:33:52,gpt-5-mini,wmt,wmt-en-zh-news,xml,xml,43,False,False,False,0.1916,0.3447,0.2463,0.0653,0.1174,0.0839,12,144.58333333333334,1735,91,475,264,31,475,264,0,0,0,0,0,0,0,12,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_xml_wmt-en-uk-news_46_20260410_203339_results.json,gpt_5_mini_vanilla,2026-04-10 20:33:39,gpt-5-mini,wmt,wmt-en-uk-news,xml,xml,46,False,False,False,0.1106,0.4169,0.1748,0.0813,0.3068,0.1286,29,163.48275862068965,4741,246,2225,590,181,2225,590,0,0,0,0,0,0,0,29,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_xml_wmt-en-uk-news_45_20260410_203325_results.json,gpt_5_mini_vanilla,2026-04-10 20:33:25,gpt-5-mini,wmt,wmt-en-uk-news,xml,xml,45,False,False,False,0.1017,0.4153,0.1634,0.0623,0.2542,0.1,29,165.0344827586207,4786,245,2409,590,150,2409,590,0,0,0,0,0,0,0,29,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_index_uner_en_pud_42_20260410_203319_results.json,gemma_4_31b_vanilla,2026-04-10 20:33:19,google/gemma-4-31B-it,ner,uner_en_pud,index,index,42,False,False,False,0.5105,0.5657,0.5367,0.4659,0.5162,0.4898,585,29.596581196581198,17314,5578,10926,9860,5090,10926,9860,0,1,0,0,0,0,0,584,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_structured_uner_pt_pud_44_20260410_203312_results.json,gpt_5_mini_vanilla,2026-04-10 20:33:12,gpt-5-mini,ner,uner_pt_pud,json,json_structured,44,False,False,True,0.6924,0.958,0.8039,0.6662,0.9217,0.7734,592,45.251689189189186,26789,9682,13983,10106,9315,13983,10106,0,0,1,10,0,0,15,498,0,0,0,68,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_xml_wmt-en-uk-news_44_20260410_203310_results.json,gpt_5_mini_vanilla,2026-04-10 20:33:10,gpt-5-mini,wmt,wmt-en-uk-news,xml,xml,44,False,False,False,0.0764,0.2915,0.1211,0.0436,0.1661,0.069,29,166.0344827586207,4815,172,2250,590,98,2250,590,0,0,0,0,0,0,0,29,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_xml_wmt-en-uk-news_43_20260410_203255_results.json,gpt_5_mini_vanilla,2026-04-10 20:32:55,gpt-5-mini,wmt,wmt-en-uk-news,xml,xml,43,False,False,False,0.1077,0.3542,0.1652,0.0757,0.2492,0.1162,29,163.79310344827587,4750,209,1941,590,147,1941,590,0,0,0,0,0,0,0,29,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_xml_wmt-en-ru-news_46_20260410_203233_results.json,gpt_5_mini_vanilla,2026-04-10 20:32:33,gpt-5-mini,wmt,wmt-en-ru-news,xml,xml,46,False,False,False,0.1562,0.2917,0.2034,0.0826,0.1543,0.1076,63,127.19047619047619,8013,567,3630,1944,300,3630,1944,0,0,0,0,0,0,0,63,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_index_uner_en_ewt_42_20260410_203210_results.json,gemma_4_31b_vanilla,2026-04-10 20:32:10,google/gemma-4-31B-it,ner,uner_en_ewt,index,index,42,False,False,False,0.625,0.6851,0.6537,0.5855,0.6419,0.6124,709,21.75176304654443,15422,6665,10664,9728,6244,10664,9728,9,5,0,0,0,0,0,695,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_xml_wmt-en-ru-news_45_20260410_203206_results.json,gpt_5_mini_vanilla,2026-04-10 20:32:06,gpt-5-mini,wmt,wmt-en-ru-news,xml,xml,45,False,False,False,0.1565,0.2912,0.2036,0.0871,0.162,0.1133,63,129.63492063492063,8167,566,3617,1944,315,3617,1944,0,0,0,0,0,0,0,63,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_xml_wmt-en-ru-news_44_20260410_203141_results.json,gpt_5_mini_vanilla,2026-04-10 20:31:41,gpt-5-mini,wmt,wmt-en-ru-news,xml,xml,44,False,False,False,0.1581,0.284,0.2031,0.0802,0.144,0.103,63,128.95238095238096,8124,552,3491,1944,280,3491,1944,1,0,0,0,0,0,0,62,0,0,0,0,0,0
results/gemma_4_31b_thinking_google__gemma-4-31B-it_json_wmt-en-hi-literary_42_20260410_203135_results.json,gemma_4_31b_thinking,2026-04-10 20:31:35,google/gemma-4-31B-it,wmt,wmt-en-hi-literary,json,json,42,True,False,False,0.181,0.5536,0.2728,0.0667,0.2042,0.1006,24,1868.3333333333333,44840,160,884,289,59,884,289,0,0,0,0,0,0,3,20,0,0,0,0,0,1
results/gpt_5_mini_vanilla_gpt-5-mini_xml_wmt-en-ru-news_43_20260410_203118_results.json,gpt_5_mini_vanilla,2026-04-10 20:31:18,gpt-5-mini,wmt,wmt-en-ru-news,xml,xml,43,False,False,False,0.1598,0.3112,0.2112,0.0948,0.1847,0.1253,63,127.6984126984127,8045,605,3785,1944,359,3785,1944,0,0,0,0,0,0,0,63,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_xml_wmt-en-ja-news_46_20260410_203110_results.json,gpt_5_mini_vanilla,2026-04-10 20:31:10,gpt-5-mini,wmt,wmt-en-ja-news,xml,xml,46,False,False,False,0.0482,0.1042,0.0659,0.0418,0.0903,0.0571,12,183.91666666666666,2207,15,311,144,13,311,144,0,2,0,0,0,0,0,10,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_structured_uner_pt_pud_43_20260410_203108_results.json,gpt_5_mini_vanilla,2026-04-10 20:31:08,gpt-5-mini,ner,uner_pt_pud,json,json_structured,43,False,False,True,0.6782,0.9495,0.7913,0.6562,0.9187,0.7655,592,45.391891891891895,26872,9596,14149,10106,9284,14149,10106,0,0,0,8,0,0,21,479,0,0,1,83,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_xml_wmt-en-ja-news_45_20260410_203103_results.json,gpt_5_mini_vanilla,2026-04-10 20:31:03,gpt-5-mini,wmt,wmt-en-ja-news,xml,xml,45,False,False,False,0.1127,0.5556,0.1874,0.0972,0.4792,0.1616,12,182.66666666666666,2192,80,710,144,69,710,144,0,0,0,0,0,0,0,12,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_index_uner_de_pud_42_20260410_203054_results.json,gemma_4_31b_vanilla,2026-04-10 20:30:54,google/gemma-4-31B-it,ner,uner_de_pud,index,index,42,False,False,False,0.476,0.5259,0.4997,0.4335,0.479,0.4551,585,30.27179487179487,17709,5354,11248,10180,4876,11248,10180,1,7,0,0,0,0,0,577,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_xml_wmt-en-ja-news_44_20260410_203049_results.json,gpt_5_mini_vanilla,2026-04-10 20:30:49,gpt-5-mini,wmt,wmt-en-ja-news,xml,xml,44,False,False,False,0.1412,0.5069,0.2209,0.1354,0.4861,0.2118,12,179.83333333333334,2158,73,517,144,70,517,144,0,0,0,0,0,0,0,12,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_xml_wmt-en-ja-news_43_20260410_203041_results.json,gpt_5_mini_vanilla,2026-04-10 20:30:41,gpt-5-mini,wmt,wmt-en-ja-news,xml,xml,43,False,False,False,0.1167,0.4861,0.1882,0.1167,0.4861,0.1882,12,208.25,2499,70,600,144,70,600,144,0,2,0,0,0,0,0,10,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_xml_wmt-en-is-news_46_20260410_203001_results.json,gpt_5_mini_vanilla,2026-04-10 20:30:01,gpt-5-mini,wmt,wmt-en-is-news,xml,xml,46,False,False,False,0.2527,0.3553,0.2953,0.1049,0.1475,0.1226,77,177.3896103896104,13659,1988,7867,5595,825,7867,5595,0,0,0,0,0,0,0,77,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_index_uner_da_ddt_42_20260410_202959_results.json,gemma_4_31b_vanilla,2026-04-10 20:29:59,google/gemma-4-31B-it,ner,uner_da_ddt,index,index,42,False,False,False,0.5933,0.5641,0.5783,0.5566,0.5291,0.5425,250,32.416,8104,2711,4569,4806,2543,4569,4806,2,3,0,0,0,0,0,245,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_index_uner_ceb_gja_42_20260410_202956_results.json,gemma_4_31b_vanilla,2026-04-10 20:29:56,google/gemma-4-31B-it,ner,uner_ceb_gja,index,index,42,False,False,False,0.7686,0.8087,0.7881,0.7562,0.7957,0.7754,41,14.902439024390244,611,186,242,230,183,242,230,0,1,0,0,0,0,0,40,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_xml_wmt-en-is-news_45_20260410_202924_results.json,gpt_5_mini_vanilla,2026-04-10 20:29:24,gpt-5-mini,wmt,wmt-en-is-news,xml,xml,45,False,False,False,0.2684,0.346,0.3023,0.1163,0.15,0.131,77,175.4805194805195,13512,1936,7214,5595,839,7214,5595,0,0,0,0,0,0,0,77,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_structured_uner_pt_bosque_46_20260410_202855_results.json,gpt_5_mini_vanilla,2026-04-10 20:28:55,gpt-5-mini,ner,uner_pt_bosque,json,json_structured,46,False,False,True,0.7591,0.9537,0.8453,0.734,0.9222,0.8174,623,46.325842696629216,28861,12686,16712,13302,12267,16712,13302,0,0,0,6,0,0,30,526,0,0,2,58,0,1
results/gpt_5_mini_vanilla_gpt-5-mini_xml_wmt-en-is-news_44_20260410_202846_results.json,gpt_5_mini_vanilla,2026-04-10 20:28:46,gpt-5-mini,wmt,wmt-en-is-news,xml,xml,44,False,False,False,0.2609,0.3507,0.2992,0.0968,0.1301,0.111,77,180.8181818181818,13923,1962,7521,5595,728,7521,5595,0,0,0,0,0,0,0,77,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_xml_wmt-en-is-news_43_20260410_202809_results.json,gpt_5_mini_vanilla,2026-04-10 20:28:09,gpt-5-mini,wmt,wmt-en-is-news,xml,xml,43,False,False,False,0.2462,0.3614,0.2929,0.1224,0.1796,0.1456,77,174.2077922077922,13414,2022,8213,5595,1005,8213,5595,0,0,0,0,0,0,0,77,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_xml_wmt-en-hi-news_46_20260410_202759_results.json,gpt_5_mini_vanilla,2026-04-10 20:27:59,gpt-5-mini,wmt,wmt-en-hi-news,xml,xml,46,False,False,False,0.1007,0.2643,0.1458,0.0218,0.0573,0.0316,23,143.47826086956522,3300,120,1192,454,26,1192,454,0,2,0,0,0,0,0,21,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_xml_wmt-en-hi-news_45_20260410_202749_results.json,gpt_5_mini_vanilla,2026-04-10 20:27:49,gpt-5-mini,wmt,wmt-en-hi-news,xml,xml,45,False,False,False,0.1064,0.4119,0.1692,0.012,0.0463,0.019,23,140.69565217391303,3236,187,1757,454,21,1757,454,0,1,0,0,0,0,0,22,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_xml_wmt-en-hi-news_44_20260410_202737_results.json,gpt_5_mini_vanilla,2026-04-10 20:27:37,gpt-5-mini,wmt,wmt-en-hi-news,xml,xml,44,False,False,False,0.0875,0.3722,0.1417,0.0228,0.0969,0.0369,23,143.30434782608697,3296,169,1932,454,44,1932,454,0,0,0,0,1,0,0,22,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_xml_wmt-en-hi-news_43_20260410_202726_results.json,gpt_5_mini_vanilla,2026-04-10 20:27:26,gpt-5-mini,wmt,wmt-en-hi-news,xml,xml,43,False,False,False,0.0841,0.304,0.1318,0.011,0.0396,0.0172,23,138.7826086956522,3192,138,1640,454,18,1640,454,0,1,0,0,0,0,0,22,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_xml_wmt-en-es-news_46_20260410_202713_results.json,gpt_5_mini_vanilla,2026-04-10 20:27:13,gpt-5-mini,wmt,wmt-en-es-news,xml,xml,46,False,False,False,0.2055,0.4034,0.2723,0.1253,0.246,0.166,38,96.3157894736842,3660,351,1708,870,214,1708,870,0,0,0,0,0,0,2,36,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_xml_wmt-en-es-news_45_20260410_202700_results.json,gpt_5_mini_vanilla,2026-04-10 20:27:00,gpt-5-mini,wmt,wmt-en-es-news,xml,xml,45,False,False,False,0.2013,0.3264,0.249,0.0957,0.1552,0.1184,38,93.97368421052632,3571,284,1411,870,135,1411,870,0,2,0,0,0,0,2,34,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_xml_wmt-en-es-news_44_20260410_202646_results.json,gpt_5_mini_vanilla,2026-04-10 20:26:46,gpt-5-mini,wmt,wmt-en-es-news,xml,xml,44,False,False,False,0.2262,0.4184,0.2937,0.1144,0.2115,0.1484,38,96.10526315789474,3652,364,1609,870,184,1609,870,0,0,0,0,0,0,2,36,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_structured_uner_pt_bosque_45_20260410_202640_results.json,gpt_5_mini_vanilla,2026-04-10 20:26:40,gpt-5-mini,ner,uner_pt_bosque,json,json_structured,45,False,False,True,0.7585,0.9484,0.8429,0.7309,0.9139,0.8123,623,45.71268057784912,28479,12615,16632,13302,12157,16632,13302,0,0,0,5,0,0,34,524,0,0,0,59,0,1
results/gpt_5_mini_vanilla_gpt-5-mini_xml_wmt-en-es-news_43_20260410_202627_results.json,gpt_5_mini_vanilla,2026-04-10 20:26:27,gpt-5-mini,wmt,wmt-en-es-news,xml,xml,43,False,False,False,0.2906,0.5713,0.3853,0.0825,0.1621,0.1093,38,94.6842105263158,3598,497,1710,870,141,1710,870,0,0,0,0,0,0,0,38,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_xml_wmt-en-cs-news_46_20260410_202606_results.json,gpt_5_mini_vanilla,2026-04-10 20:26:06,gpt-5-mini,wmt,wmt-en-cs-news,xml,xml,46,False,False,False,0.1577,0.4722,0.2365,0.0729,0.2183,0.1093,47,152.51063829787233,7168,502,3183,1063,232,3183,1063,0,0,0,0,0,0,0,47,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_xml_wmt-en-cs-news_45_20260410_202544_results.json,gpt_5_mini_vanilla,2026-04-10 20:25:44,gpt-5-mini,wmt,wmt-en-cs-news,xml,xml,45,False,False,False,0.1475,0.4262,0.2191,0.0775,0.2239,0.1151,47,152.63829787234042,7174,453,3072,1063,238,3072,1063,0,1,0,0,0,0,0,46,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_xml_wmt-en-cs-news_44_20260410_202521_results.json,gpt_5_mini_vanilla,2026-04-10 20:25:21,gpt-5-mini,wmt,wmt-en-cs-news,xml,xml,44,False,False,False,0.1555,0.4722,0.2339,0.0784,0.238,0.1179,47,155.36170212765958,7302,502,3229,1063,253,3229,1063,0,0,0,0,0,0,0,47,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_xml_wmt-en-cs-news_43_20260410_202459_results.json,gpt_5_mini_vanilla,2026-04-10 20:24:59,gpt-5-mini,wmt,wmt-en-cs-news,xml,xml,43,False,False,False,0.132,0.4619,0.2053,0.0527,0.1844,0.082,47,155.7659574468085,7321,491,3720,1063,196,3720,1063,0,0,0,0,0,0,0,47,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_structured_uner_pt_bosque_44_20260410_202426_results.json,gpt_5_mini_vanilla,2026-04-10 20:24:26,gpt-5-mini,ner,uner_pt_bosque,json,json_structured,44,False,False,True,0.7779,0.9485,0.8548,0.7556,0.9214,0.8303,623,45.818619582664525,28545,12617,16220,13302,12256,16220,13302,0,0,0,7,0,0,34,526,0,0,0,56,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_structured_uner_pt_bosque_43_20260410_202218_results.json,gpt_5_mini_vanilla,2026-04-10 20:22:18,gpt-5-mini,ner,uner_pt_bosque,json,json_structured,43,False,False,True,0.7685,0.9509,0.85,0.7421,0.9183,0.8208,623,45.457463884430176,28320,12649,16460,13302,12215,16460,13302,0,0,0,3,0,0,34,526,0,0,0,59,0,1
results/gemma_4_31b_thinking_google__gemma-4-31B-it_json_wmt-en-es-literary_42_20260410_202150_results.json,gemma_4_31b_thinking,2026-04-10 20:21:50,google/gemma-4-31B-it,wmt,wmt-en-es-literary,json,json,42,True,False,False,0.2875,0.2379,0.2604,0.0738,0.0611,0.0668,22,2325.9545454545455,51171,113,393,475,29,393,475,0,0,0,0,0,0,5,17,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_occurrence_structured_english_non_overlapping_word_synthetic_data_46_20260410_202138_results.json,gpt_5_mini_vanilla,2026-04-10 20:21:38,gpt-5-mini,synthetic,english_non_overlapping_word_synthetic_data,json_occurrence,json_occurrence_structured,46,False,False,True,0.8294,0.892,0.8595,0.8294,0.892,0.8595,500,141.112,70556,29807,35939,33416,29807,35939,33416,0,2,0,29,0,0,13,456,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_structured_uner_hr_set_46_20260410_201946_results.json,gpt_5_mini_vanilla,2026-04-10 20:19:46,gpt-5-mini,ner,uner_hr_set,json,json_structured,46,False,False,True,0.7019,0.925,0.7982,0.6823,0.8991,0.7758,660,50.18030303030303,33119,13202,18808,14272,12832,18808,14272,0,0,4,23,0,0,15,544,0,0,0,74,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_occurrence_structured_english_non_overlapping_word_synthetic_data_45_20260410_201814_results.json,gpt_5_mini_vanilla,2026-04-10 20:18:14,gpt-5-mini,synthetic,english_non_overlapping_word_synthetic_data,json_occurrence,json_occurrence_structured,45,False,False,True,0.8509,0.9179,0.8831,0.8509,0.9179,0.8831,500,143.5,71750,30672,36048,33416,30672,36048,33416,0,0,0,23,0,0,10,467,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_structured_uner_hr_set_45_20260410_201708_results.json,gpt_5_mini_vanilla,2026-04-10 20:17:08,gpt-5-mini,ner,uner_hr_set,json,json_structured,45,False,False,True,0.7033,0.9223,0.798,0.6759,0.8864,0.767,660,50.38391502276176,33203,13163,18717,14272,12651,18717,14272,1,0,5,28,0,0,20,540,0,0,0,66,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_occurrence_structured_english_non_overlapping_word_synthetic_data_44_20260410_201456_results.json,gpt_5_mini_vanilla,2026-04-10 20:14:56,gpt-5-mini,synthetic,english_non_overlapping_word_synthetic_data,json_occurrence,json_occurrence_structured,44,False,False,True,0.8862,0.9205,0.903,0.8862,0.9205,0.903,500,142.436,71218,30758,34706,33416,30758,34706,33416,0,1,0,30,0,0,15,454,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_structured_uner_hr_set_44_20260410_201446_results.json,gpt_5_mini_vanilla,2026-04-10 20:14:46,gpt-5-mini,ner,uner_hr_set,json,json_structured,44,False,False,True,0.716,0.9284,0.8085,0.6871,0.891,0.7759,660,50.125757575757575,33083,13250,18506,14272,12716,18506,14272,0,0,6,27,0,0,13,548,0,0,1,65,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_xml_multigec_en_42_20260410_201249_results.json,gemma_4_31b_vanilla,2026-04-10 20:12:49,google/gemma-4-31B-it,multigec,multigec_en,xml,xml,42,False,False,False,0.6311,0.5022,0.5593,0.5944,0.473,0.5268,504,511.58531746031747,257839,14992,23755,29854,14120,23755,29854,0,4,0,0,0,7,0,493,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_structured_uner_hr_set_43_20260410_201226_results.json,gpt_5_mini_vanilla,2026-04-10 20:12:26,gpt-5-mini,ner,uner_hr_set,json,json_structured,43,False,False,True,0.7016,0.9239,0.7976,0.6762,0.8905,0.7687,660,49.989377845220034,32943,13186,18794,14272,12709,18794,14272,1,0,5,27,0,0,22,539,0,0,0,66,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_occurrence_structured_english_non_overlapping_word_synthetic_data_43_20260410_201143_results.json,gpt_5_mini_vanilla,2026-04-10 20:11:43,gpt-5-mini,synthetic,english_non_overlapping_word_synthetic_data,json_occurrence,json_occurrence_structured,43,False,False,True,0.8601,0.8857,0.8727,0.8601,0.8857,0.8727,500,142.506,71253,29596,34409,33416,29596,34409,33416,0,0,0,32,0,0,15,453,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_xml_uner_zh_pud_42_20260410_201022_results.json,gemma_4_31b_vanilla,2026-04-10 20:10:22,google/gemma-4-31B-it,ner,uner_zh_pud,xml,xml,42,False,False,False,0.8837,0.9589,0.9197,0.8497,0.922,0.8844,592,62.1554054054054,36796,5432,6147,5665,5223,6147,5665,0,2,0,0,0,0,2,588,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_index_enriched_english_non_overlapping_word_synthetic_data_42_20260410_200943_results.json,gemma_4_31b_vanilla,2026-04-10 20:09:43,google/gemma-4-31B-it,synthetic,english_non_overlapping_word_synthetic_data,index,index_enriched,42,False,False,False,0.9852,0.9946,0.9899,0.9852,0.9946,0.9899,500,395.796,197898,33235,33735,33416,33235,33735,33416,0,0,0,0,0,0,0,500,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_structured_uner_en_pud_46_20260410_200938_results.json,gpt_5_mini_vanilla,2026-04-10 20:09:38,gpt-5-mini,ner,uner_en_pud,json,json_structured,46,False,False,True,0.7021,0.9526,0.8084,0.6517,0.8842,0.7503,585,43.967521367521364,25721,9393,13378,9860,8718,13378,9860,0,0,0,1,0,0,18,486,0,0,0,80,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_xml_uner_zh_gsdsimp_42_20260410_200856_results.json,gemma_4_31b_vanilla,2026-04-10 20:08:56,google/gemma-4-31B-it,ner,uner_zh_gsdsimp,xml,xml,42,False,False,False,0.9078,0.8108,0.8566,0.8481,0.7575,0.8002,314,69.12738853503184,21706,2905,3200,3583,2714,3200,3583,0,18,0,0,0,0,2,294,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_occurrence_structured_english_word_synthetic_data_46_20260410_200800_results.json,gpt_5_mini_vanilla,2026-04-10 20:08:00,gpt-5-mini,synthetic,english_word_synthetic_data,json_occurrence,json_occurrence_structured,46,False,False,True,0.8062,0.8722,0.8379,0.8062,0.8722,0.8379,500,168.938,84469,36978,45866,42397,36978,45866,42397,0,0,0,26,0,0,12,462,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_xml_uner_zh_gsd_42_20260410_200725_results.json,gemma_4_31b_vanilla,2026-04-10 20:07:25,google/gemma-4-31B-it,ner,uner_zh_gsd,xml,xml,42,False,False,False,0.9041,0.8515,0.877,0.8403,0.7915,0.8152,315,71.03809523809524,22377,3063,3388,3597,2847,3388,3597,0,14,0,0,0,0,2,299,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_structured_uner_en_pud_45_20260410_200723_results.json,gpt_5_mini_vanilla,2026-04-10 20:07:23,gpt-5-mini,ner,uner_en_pud,json,json_structured,45,False,False,True,0.6788,0.9509,0.7922,0.6314,0.8845,0.7368,585,44.74529914529914,26176,9376,13812,9860,8721,13812,9860,0,0,0,7,0,0,23,472,0,0,1,82,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_xml_uner_tl_ugnayan_42_20260410_200721_results.json,gemma_4_31b_vanilla,2026-04-10 20:07:21,google/gemma-4-31B-it,ner,uner_tl_ugnayan,xml,xml,42,False,False,False,0.9202,0.9585,0.939,0.9202,0.9585,0.939,22,36.72727272727273,808,323,351,337,323,351,337,0,2,0,0,0,0,0,20,0,0,0,0,0,0
